"id_pointage","id_ventil_date"
"225","4"
"224","4"
"196","4"
"1594","4"
"676","4"
"1853","4"
"1852","4"
"1721","4"
"1301","4"
"1300","4"
"1299","4"
"1298","4"
"526","4"
"525","4"
"77","4"
"76","4"
"75","4"
"312","4"
"311","4"
"246","4"
"786","4"
"785","4"
"554","4"
"553","4"
"552","4"
"551","4"
"550","4"
"92","4"
"91","4"
"756","4"
"93","4"
"1796","4"
"1802","4"
"533","4"
"532","4"
"86","4"
"85","4"
"84","4"
"318","4"
"317","4"
"249","4"
"1708","4"
"1707","4"
"1706","4"
"784","4"
"783","4"
"782","4"
"1892","4"
"1868","4"
"298","4"
"1893","4"
"62","4"
"60","4"
"59","4"
"1870","4"
"373","4"
"613","4"
"374","4"
"241","4"
"1787","4"
"1786","4"
"1789","4"
"1788","4"
"798","4"
"615","4"
"464","4"
"463","4"
"462","4"
"461","4"
"460","4"
"35","4"
"34","4"
"391","4"
"390","4"
"299","4"
"276","4"
"217","4"
"1626","4"
"1625","4"
"1624","4"
"1994","4"
"567","4"
"566","4"
"565","4"
"128","4"
"127","4"
"126","4"
"436","4"
"435","4"
"261","4"
"1683","4"
"1682","4"
"1685","4"
"1684","4"
"1328","4"
"447","4"
"486","4"
"485","4"
"484","4"
"303","4"
"610","4"
"231","4"
"230","4"
"229","4"
"622","4"
"621","4"
"5019","7"
"5018","7"
"6317","7"
"6316","7"
"6315","7"
"6819","7"
"6818","7"
"6817","7"
"6816","7"
"6815","7"
"9113","7"
"4891","7"
"4890","7"
"736","4"
"1357","4"
"854","4"
"870","4"
"869","4"
"1912","4"
"934","4"
"761","4"
"935","4"
"635","4"
"1360","4"
"1361","4"
"1356","4"
"842","4"
"872","4"
"732","4"
"170","4"
"151","4"
"1797","4"
"1798","4"
"1793","4"
"1603","4"
"1372","4"
"184","4"
"183","4"
"182","4"
"20","4"
"17","4"
"15","4"
"1374","4"
"1618","4"
"1610","4"
"77096","27"
"72331","28"
"72137","28"
"72136","28"
"72135","28"
"71896","26"
"71896","28"
"71895","26"
"71895","28"
"71894","26"
"71894","28"
"73168","28"
"73167","28"
"73166","28"
"72332","28"
"76793","28"
"76792","28"
"76791","28"
"73558","28"
"77298","28"
"77297","28"
"77299","28"
"459","5"
"458","5"
"457","5"
"456","5"
"455","5"
"453","5"
"71748","26"
"71748","28"
"71746","26"
"71746","28"
"71628","26"
"71628","28"
"70858","26"
"70858","28"
"70857","26"
"70857","28"
"70650","26"
"70650","28"
"67416","26"
"67416","28"
"67365","26"
"67365","28"
"67364","26"
"67364","28"
"67363","26"
"67363","28"
"72051","28"
"72050","28"
"72049","28"
"71567","26"
"71567","28"
"72940","28"
"72912","28"
"72911","28"
"76742","28"
"76741","28"
"1858","4"
"644","4"
"135","4"
"134","4"
"434","4"
"433","4"
"262","4"
"1671","4"
"1668","4"
"1673","4"
"1672","4"
"1327","4"
"806","4"
"448","4"
"1056","4"
"1057","4"
"698","4"
"697","4"
"696","4"
"471","4"
"702","4"
"701","4"
"700","4"
"699","4"
"442","4"
"441","4"
"1691","4"
"1690","4"
"1693","4"
"1692","4"
"1330","4"
"446","4"
"539","4"
"538","4"
"1791","4"
"1094","4"
"1093","4"
"1092","4"
"1806","4"
"1805","4"
"712","4"
"176","4"
"31","4"
"30","4"
"341","4"
"338","4"
"192","4"
"191","4"
"188","4"
"1601","4"
"1600","4"
"1588","4"
"342","4"
"1991","4"
"1990","4"
"1848","4"
"4889","7"
"5129","7"
"5128","7"
"5127","7"
"5126","7"
"5125","7"
"6370","7"
"6369","7"
"6368","7"
"6898","7"
"6897","7"
"6896","7"
"6895","7"
"6894","7"
"8586","7"
"8585","7"
"8584","7"
"8583","7"
"8582","7"
"6088","7"
"77097","27"
"77090","28"
"77089","28"
"77088","28"
"77087","28"
"77483","28"
"296","4"
"290","4"
"483","4"
"482","4"
"481","4"
"55","4"
"54","4"
"53","4"
"608","4"
"233","4"
"232","4"
"1763","4"
"1762","4"
"1784","4"
"1765","4"
"1764","4"
"620","4"
"619","4"
"77482","28"
"77481","28"
"77480","28"
"77479","28"
"77478","28"
"71869","28"
"73115","28"
"72902","28"
"1861","4"
"1860","4"
"642","4"
"641","4"
"770","4"
"73","4"
"44","4"
"41","4"
"606","4"
"408","4"
"407","4"
"406","4"
"208","4"
"207","4"
"1738","4"
"1724","4"
"1333","4"
"1332","4"
"1331","4"
"754","4"
"2008","4"
"2007","4"
"1739","4"
"772","4"
"524","4"
"1699","4"
"1698","4"
"1697","4"
"559","4"
"558","4"
"428","4"
"1732","4"
"1733","4"
"1105","4"
"1104","4"
"1103","4"
"1804","4"
"647","4"
"646","4"
"651","4"
"650","4"
"649","4"
"648","4"
"1582","4"
"1308","4"
"1078","4"
"653","4"
"652","4"
"1896","4"
"640","4"
"65","4"
"46","4"
"302","4"
"238","4"
"237","4"
"1778","4"
"1777","4"
"1781","4"
"1780","4"
"1779","4"
"628","4"
"627","4"
"1856","4"
"1855","4"
"73136","28"
"71839","28"
"7946","7"
"7945","7"
"7944","7"
"71838","28"
"1908","4"
"1070","4"
"71809","26"
"1909","4"
"1714","4"
"8017","7"
"8016","7"
"8015","7"
"8014","7"
"8013","7"
"8067","7"
"8066","7"
"8065","7"
"8156","7"
"1901","4"
"643","4"
"269","4"
"113","4"
"112","4"
"111","4"
"47","4"
"363","4"
"310","4"
"245","4"
"1641","4"
"1643","4"
"1642","4"
"815","4"
"814","4"
"813","4"
"812","4"
"811","4"
"1305","4"
"1304","4"
"1303","4"
"1302","4"
"1052","4"
"21","4"
"8155","7"
"8154","7"
"8153","7"
"8152","7"
"9069","7"
"8263","7"
"8262","7"
"8261","7"
"8260","7"
"9108","7"
"6473","7"
"6472","7"
"6471","7"
"6980","7"
"6979","7"
"549","4"
"548","4"
"547","4"
"96","4"
"418","4"
"94","4"
"1099","4"
"1098","4"
"1812","4"
"1373","4"
"1754","4"
"1753","4"
"1752","4"
"1751","4"
"1750","4"
"1749","4"
"1748","4"
"513","4"
"512","4"
"511","4"
"510","4"
"509","4"
"214","4"
"1342","4"
"1341","4"
"1340","4"
"2003","4"
"2002","4"
"2001","4"
"6978","7"
"6977","7"
"1598","4"
"6976","7"
"8851","7"
"8850","7"
"8849","7"
"8848","7"
"8847","7"
"629","4"
"306","4"
"305","4"
"304","4"
"281","4"
"6122","7"
"4580","7"
"631","4"
"4579","7"
"1983","4"
"1825","4"
"1657","4"
"1650","4"
"1648","4"
"4578","7"
"4585","7"
"602","4"
"421","4"
"420","4"
"419","4"
"1679","4"
"1678","4"
"1681","4"
"1680","4"
"4584","7"
"4583","7"
"4582","7"
"4581","7"
"5619","7"
"5618","7"
"5617","7"
"1977","4"
"1629","4"
"1322","4"
"6527","7"
"6526","7"
"6525","7"
"496","4"
"495","4"
"494","4"
"493","4"
"492","4"
"70","4"
"210","4"
"209","4"
"1339","4"
"1338","4"
"1337","4"
"2011","4"
"735","4"
"6524","7"
"152","4"
"6523","7"
"8481","7"
"8480","7"
"8479","7"
"4614","7"
"4613","7"
"623","4"
"283","4"
"4612","7"
"4619","7"
"4618","7"
"1982","4"
"1823","4"
"1660","4"
"4617","7"
"4616","7"
"4615","7"
"5651","7"
"5650","7"
"5649","7"
"6552","7"
"6551","7"
"6550","7"
"6549","7"
"6548","7"
"8541","7"
"1973","4"
"1972","4"
"115","4"
"4","4"
"3","4"
"8540","7"
"8539","7"
"8538","7"
"8537","7"
"7120","7"
"762","4"
"7119","7"
"7118","7"
"1712","4"
"7125","7"
"880","4"
"830","4"
"826","4"
"825","4"
"823","4"
"820","4"
"818","4"
"816","4"
"1368","4"
"1367","4"
"1366","4"
"7124","7"
"7123","7"
"7122","7"
"7121","7"
"7128","7"
"7127","7"
"7126","7"
"7133","7"
"7132","7"
"7131","7"
"7130","7"
"7129","7"
"8781","7"
"8780","7"
"2012","4"
"856","4"
"731","4"
"857","4"
"150","4"
"2014","4"
"2013","4"
"340","4"
"1605","4"
"1606","4"
"2015","4"
"2016","4"
"76740","28"
"77143","28"
"77142","28"
"77083","28"
"71566","26"
"71566","28"
"71565","26"
"71565","28"
"71176","26"
"71176","28"
"71175","26"
"71175","28"
"71174","26"
"71174","28"
"67178","26"
"67178","28"
"67177","26"
"67177","28"
"67176","26"
"67176","28"
"72330","28"
"72265","28"
"72338","28"
"72337","28"
"73551","28"
"73550","28"
"73549","28"
"77292","28"
"77291","28"
"77048","28"
"77047","28"
"77302","28"
"71619","26"
"71619","28"
"71617","26"
"71617","28"
"71616","26"
"71616","28"
"70850","26"
"70850","28"
"70849","26"
"2701","5"
"2700","5"
"2699","5"
"2698","5"
"2697","5"
"2696","5"
"2695","5"
"2694","5"
"2693","5"
"2710","5"
"2709","5"
"2708","5"
"1970","4"
"9107","7"
"6912","7"
"626","4"
"284","4"
"366","4"
"198","4"
"634","4"
"633","4"
"384","4"
"382","4"
"1795","4"
"1108","4"
"1107","4"
"1106","4"
"1814","4"
"1813","4"
"1817","4"
"6911","7"
"6910","7"
"6909","7"
"9106","7"
"387","4"
"386","4"
"9105","7"
"6915","7"
"1984","4"
"1819","4"
"1655","4"
"1653","4"
"1652","4"
"1647","4"
"1646","4"
"1645","4"
"6914","7"
"6913","7"
"9104","7"
"9103","7"
"6925","7"
"6924","7"
"6923","7"
"6922","7"
"6921","7"
"8872","7"
"8871","7"
"8870","7"
"8869","7"
"1620","4"
"1621","4"
"1622","4"
"543","4"
"542","4"
"541","4"
"540","4"
"147","4"
"146","4"
"145","4"
"601","4"
"598","4"
"417","4"
"416","4"
"415","4"
"1097","4"
"1096","4"
"1809","4"
"521","4"
"520","4"
"72","4"
"609","4"
"411","4"
"410","4"
"409","4"
"206","4"
"205","4"
"1348","4"
"1347","4"
"1346","4"
"2006","4"
"2005","4"
"2004","4"
"523","4"
"522","4"
"90","4"
"89","4"
"776","4"
"1696","4"
"1695","4"
"1694","4"
"792","4"
"1063","4"
"1062","4"
"1317","4"
"1316","4"
"1315","4"
"1314","4"
"1313","4"
"723","4"
"722","4"
"721","4"
"720","4"
"726","4"
"725","4"
"1713","4"
"502","4"
"501","4"
"500","4"
"499","4"
"498","4"
"497","4"
"74","4"
"614","4"
"405","4"
"404","4"
"403","4"
"212","4"
"211","4"
"1351","4"
"2010","4"
"2009","4"
"557","4"
"556","4"
"555","4"
"98","4"
"97","4"
"427","4"
"99","4"
"1734","4"
"1728","4"
"753","4"
"1803","4"
"1737","4"
"121","4"
"120","4"
"119","4"
"255","4"
"254","4"
"773","4"
"529","4"
"528","4"
"314","4"
"313","4"
"247","4"
"1867","4"
"1865","4"
"638","4"
"1866","4"
"795","4"
"69","4"
"1903","4"
"369","4"
"605","4"
"370","4"
"228","4"
"227","4"
"226","4"
"1744","4"
"1743","4"
"1782","4"
"1746","4"
"1745","4"
"630","4"
"1355","4"
"1354","4"
"1060","4"
"8868","7"
"4945","7"
"4944","7"
"4943","7"
"5249","7"
"5248","7"
"1918","4"
"1917","4"
"1916","4"
"1741","4"
"5247","7"
"5246","7"
"5245","7"
"6650","7"
"6649","7"
"537","4"
"536","4"
"535","4"
"1666","4"
"1664","4"
"1667","4"
"1326","4"
"517","4"
"516","4"
"515","4"
"514","4"
"213","4"
"1350","4"
"1349","4"
"1370","4"
"1371","4"
"1364","4"
"1365","4"
"582","4"
"581","4"
"202","4"
"106","4"
"356","4"
"351","4"
"243","4"
"1898","4"
"1631","4"
"1324","4"
"1637","4"
"1632","4"
"1325","4"
"1085","4"
"1049","4"
"585","4"
"584","4"
"583","4"
"203","4"
"107","4"
"353","4"
"352","4"
"244","4"
"1979","4"
"1633","4"
"1320","4"
"1638","4"
"1634","4"
"1321","4"
"562","4"
"561","4"
"560","4"
"118","4"
"117","4"
"430","4"
"429","4"
"253","4"
"252","4"
"251","4"
"2058","4"
"2038","4"
"802","4"
"801","4"
"800","4"
"799","4"
"1336","4"
"1335","4"
"1334","4"
"1997","4"
"1996","4"
"1995","4"
"1058","4"
"1050","4"
"6648","7"
"7000","7"
"6999","7"
"6998","7"
"6997","7"
"6996","7"
"8889","7"
"8888","7"
"8887","7"
"8886","7"
"8885","7"
"5087","7"
"5086","7"
"5085","7"
"5084","7"
"5083","7"
"6349","7"
"6348","7"
"6347","7"
"6867","7"
"6866","7"
"6865","7"
"6864","7"
"1978","4"
"1627","4"
"1318","4"
"6863","7"
"8551","7"
"8550","7"
"71809","28"
"73482","28"
"73481","28"
"73480","28"
"72234","28"
"72233","28"
"77094","28"
"76771","28"
"76770","28"
"73479","28"
"71494","26"
"71494","28"
"2580","5"
"2579","5"
"2578","5"
"2577","5"
"2576","5"
"2585","5"
"2584","5"
"2583","5"
"2582","5"
"2581","5"
"2590","5"
"2589","5"
"2588","5"
"2587","5"
"2586","5"
"2118","5"
"2117","5"
"2116","5"
"2115","5"
"2114","5"
"3561","5"
"3560","5"
"71493","26"
"71493","28"
"71188","26"
"71188","28"
"71187","26"
"71187","28"
"71186","26"
"71186","28"
"71185","26"
"71185","28"
"67492","26"
"67492","28"
"67204","26"
"67204","28"
"67203","26"
"67203","28"
"67202","26"
"67202","28"
"67016","26"
"67016","28"
"72909","28"
"72923","28"
"1939","5"
"1938","5"
"1937","5"
"1936","5"
"1935","5"
"1944","5"
"1943","5"
"1942","5"
"1941","5"
"1940","5"
"1949","5"
"1948","5"
"1947","5"
"1946","5"
"1945","5"
"2078","5"
"2077","5"
"2076","5"
"2075","5"
"2074","5"
"3874","5"
"3873","5"
"1842","5"
"1841","5"
"1840","5"
"12695","8"
"12694","8"
"12693","8"
"12692","8"
"12328","8"
"12700","8"
"12699","8"
"12698","8"
"12697","8"
"12696","8"
"12732","8"
"12731","8"
"12730","8"
"12729","8"
"12702","8"
"12701","8"
"7137","8"
"7136","8"
"7135","8"
"7139","8"
"7138","8"
"7261","8"
"7260","8"
"72914","28"
"72344","28"
"73233","28"
"73232","28"
"73219","28"
"73218","28"
"73002","28"
"72936","28"
"72467","28"
"76913","28"
"73545","28"
"77175","28"
"77124","28"
"77010","28"
"77579","28"
"77567","28"
"77456","28"
"71695","26"
"71695","28"
"71387","26"
"71387","28"
"71312","26"
"71312","28"
"71229","26"
"71229","28"
"71047","26"
"71047","28"
"70975","26"
"70975","28"
"67351","26"
"67351","28"
"67079","26"
"67079","28"
"1924","5"
"873","5"
"1929","5"
"1928","5"
"1927","5"
"1926","5"
"1925","5"
"1934","5"
"1933","5"
"1932","5"
"1931","5"
"1930","5"
"2073","5"
"2072","5"
"2071","5"
"2070","5"
"2069","5"
"3871","5"
"3870","5"
"66972","26"
"66972","28"
"72015","28"
"72014","28"
"72013","28"
"71664","26"
"71664","28"
"73290","28"
"73289","28"
"73288","28"
"73192","28"
"72519","28"
"72518","28"
"72517","28"
"73335","28"
"77599","28"
"77598","28"
"8549","7"
"8548","7"
"8547","7"
"70849","28"
"70664","26"
"70664","28"
"70663","26"
"1907","4"
"760","4"
"70663","28"
"70661","26"
"70661","28"
"1639","4"
"72152","28"
"72151","28"
"72150","28"
"294","4"
"293","4"
"64","4"
"63","4"
"1976","4"
"1975","4"
"1974","4"
"396","4"
"1581","4"
"398","4"
"240","4"
"239","4"
"527","4"
"468","4"
"80","4"
"79","4"
"78","4"
"1904","4"
"371","4"
"372","4"
"321","4"
"1702","4"
"1701","4"
"1700","4"
"781","4"
"780","4"
"779","4"
"1854","4"
"838","4"
"836","4"
"834","4"
"832","4"
"839","4"
"837","4"
"835","4"
"833","4"
"954","4"
"947","4"
"946","4"
"1369","4"
"840","4"
"841","4"
"1755","4"
"219","4"
"508","4"
"507","4"
"506","4"
"505","4"
"504","4"
"503","4"
"71","4"
"616","4"
"402","4"
"401","4"
"400","4"
"2000","4"
"1999","4"
"1998","4"
"1834","4"
"1833","4"
"1832","4"
"1891","4"
"1877","4"
"1876","4"
"1875","4"
"1879","4"
"1878","4"
"1880","4"
"355","4"
"354","4"
"1828","4"
"1839","4"
"1827","4"
"1831","4"
"1830","4"
"1829","4"
"1881","4"
"1885","4"
"1884","4"
"1883","4"
"1882","4"
"1887","4"
"1886","4"
"810","4"
"1890","4"
"1838","4"
"1837","4"
"1836","4"
"1835","4"
"3701","4"
"3699","4"
"2922","4"
"3708","4"
"3707","4"
"3706","4"
"3705","4"
"3715","4"
"3713","4"
"3714","4"
"2880","4"
"2881","4"
"2879","4"
"2878","4"
"3838","4"
"3837","4"
"3089","4"
"3090","4"
"3853","4"
"2866","4"
"3854","4"
"3743","4"
"3746","4"
"3745","4"
"3744","4"
"2029","4"
"2030","4"
"2052","4"
"3783","4"
"3751","4"
"1919","4"
"3047","4"
"3048","4"
"3046","4"
"3045","4"
"2320","4"
"2319","4"
"3819","4"
"3716","4"
"2896","4"
"2895","4"
"71909","26"
"3830","4"
"2899","4"
"2897","4"
"71909","28"
"2967","4"
"2965","4"
"2212","4"
"71878","26"
"71878","28"
"73180","28"
"8020","7"
"8019","7"
"8018","7"
"2035","4"
"2036","4"
"2050","4"
"2049","4"
"3779","4"
"3749","4"
"2051","4"
"3781","4"
"3791","4"
"8072","7"
"8071","7"
"2033","4"
"2034","4"
"2047","4"
"2046","4"
"2045","4"
"3729","4"
"3732","4"
"3731","4"
"3730","4"
"3760","4"
"3759","4"
"3038","4"
"3039","4"
"3037","4"
"3036","4"
"3848","4"
"3739","4"
"3742","4"
"3741","4"
"3740","4"
"3851","4"
"3106","4"
"3104","4"
"3105","4"
"8070","7"
"3840","4"
"3839","4"
"3766","4"
"3764","4"
"3765","4"
"2853","4"
"2852","4"
"3828","4"
"2048","4"
"3782","4"
"3753","4"
"2859","4"
"2860","4"
"2858","4"
"8069","7"
"3832","4"
"8068","7"
"3835","4"
"3834","4"
"1967","4"
"1966","4"
"2937","4"
"3021","4"
"2241","4"
"2242","4"
"3029","4"
"3030","4"
"3028","4"
"3027","4"
"3847","4"
"2227","4"
"2228","4"
"3976","4"
"8779","7"
"2268","4"
"2274","4"
"2275","4"
"2201","4"
"2325","4"
"2324","4"
"2323","4"
"2322","4"
"2202","4"
"3811","4"
"2792","4"
"1920","4"
"2931","4"
"2929","4"
"2930","4"
"2961","4"
"2959","4"
"2983","4"
"2982","4"
"2960","4"
"2219","4"
"8778","7"
"8777","7"
"4936","7"
"4935","7"
"4934","7"
"3184","4"
"3183","4"
"2330","4"
"3797","4"
"3772","4"
"3770","4"
"5234","7"
"5233","7"
"2969","4"
"2968","4"
"2991","4"
"3802","4"
"3801","4"
"3799","4"
"3769","4"
"3767","4"
"3719","4"
"5232","7"
"5231","7"
"2031","4"
"2032","4"
"2043","4"
"2042","4"
"3752","4"
"3097","4"
"3098","4"
"3096","4"
"3095","4"
"2971","4"
"2970","4"
"3019","4"
"2223","4"
"2224","4"
"3986","4"
"5230","7"
"1923","4"
"1922","4"
"1921","4"
"3726","4"
"3728","4"
"3727","4"
"2707","5"
"2706","5"
"2705","5"
"2704","5"
"2703","5"
"2702","5"
"2719","5"
"2718","5"
"2717","5"
"2716","5"
"2715","5"
"2714","5"
"2713","5"
"2712","5"
"2711","5"
"2721","5"
"2720","5"
"73179","28"
"72454","28"
"72453","28"
"72452","28"
"76814","28"
"76813","28"
"76812","28"
"73181","28"
"77384","28"
"77383","28"
"77382","28"
"77335","28"
"77123","28"
"77122","28"
"77121","28"
"77472","28"
"77471","28"
"71831","26"
"71831","28"
"71641","26"
"71641","28"
"71640","26"
"71640","28"
"70933","26"
"70933","28"
"70932","26"
"70932","28"
"70771","26"
"70771","28"
"70770","26"
"70770","28"
"70636","26"
"70636","28"
"67437","26"
"67437","28"
"67281","26"
"67281","28"
"67280","26"
"67280","28"
"3867","5"
"3866","5"
"66698","26"
"66698","28"
"66676","26"
"66676","28"
"72170","28"
"72169","28"
"72168","28"
"72004","28"
"72003","28"
"72002","28"
"71666","26"
"71666","28"
"73281","28"
"73280","28"
"73279","28"
"73189","28"
"72525","28"
"72524","28"
"72523","28"
"76863","28"
"73330","28"
"73329","28"
"77387","28"
"77386","28"
"77385","28"
"77160","28"
"77159","28"
"77158","28"
"77602","28"
"77601","28"
"77600","28"
"71657","26"
"71657","28"
"71656","26"
"71656","28"
"71263","26"
"71263","28"
"71262","26"
"71262","28"
"71261","26"
"71261","28"
"71085","26"
"71085","28"
"70973","26"
"70973","28"
"70972","26"
"70972","28"
"70971","26"
"70971","28"
"67331","26"
"67331","28"
"67329","26"
"67329","28"
"67328","26"
"67328","28"
"72247","28"
"72246","28"
"71804","26"
"71804","28"
"71803","26"
"71803","28"
"71678","26"
"71678","28"
"73459","28"
"73458","28"
"72972","28"
"72245","28"
"73457","28"
"73456","28"
"77697","28"
"71486","26"
"71486","28"
"71485","26"
"71485","28"
"71178","26"
"71178","28"
"71177","26"
"71177","28"
"67499","26"
"67499","28"
"67495","26"
"67495","28"
"67197","26"
"67197","28"
"67196","26"
"67196","28"
"67195","26"
"67195","28"
"67194","26"
"67194","28"
"72346","28"
"72161","28"
"72160","28"
"72159","28"
"71872","28"
"73308","28"
"73307","28"
"1965","4"
"3141","4"
"3140","4"
"3139","4"
"3138","4"
"2335","4"
"2321","4"
"9061","7"
"3820","4"
"3717","4"
"3094","4"
"3092","4"
"2893","4"
"3162","4"
"3161","4"
"3160","4"
"3117","4"
"8175","7"
"3842","4"
"3733","4"
"3734","4"
"3735","4"
"3738","4"
"3737","4"
"3736","4"
"3748","4"
"2041","4"
"2040","4"
"2039","4"
"3750","4"
"2221","4"
"2222","4"
"3984","4"
"8174","7"
"2990","4"
"2988","4"
"8173","7"
"2360","4"
"3815","4"
"2977","4"
"2978","4"
"2976","4"
"3020","4"
"3794","4"
"8172","7"
"77597","28"
"1913","4"
"3197","4"
"3195","4"
"71653","26"
"71653","28"
"3855","4"
"3055","4"
"3056","4"
"3054","4"
"3850","4"
"2329","4"
"2520","4"
"2257","4"
"2255","4"
"2256","4"
"2229","4"
"2230","4"
"3978","4"
"71652","26"
"3064","4"
"3062","4"
"2856","4"
"3154","4"
"3153","4"
"3152","4"
"3063","4"
"71652","28"
"2318","4"
"2210","4"
"71255","26"
"71255","28"
"71254","26"
"71254","28"
"71253","26"
"71253","28"
"2028","4"
"3076","4"
"3074","4"
"3747","4"
"3075","4"
"2044","4"
"3780","4"
"2981","4"
"2985","4"
"3774","4"
"3773","4"
"3776","4"
"3775","4"
"3026","4"
"3024","4"
"3025","4"
"3023","4"
"3022","4"
"2021","4"
"8644","7"
"8643","7"
"8642","7"
"70964","26"
"8725","7"
"8724","7"
"8723","7"
"8722","7"
"8721","7"
"8766","7"
"8765","7"
"8764","7"
"9015","7"
"3035","4"
"3033","4"
"3034","4"
"3032","4"
"3031","4"
"2022","4"
"2327","4"
"2326","4"
"9014","7"
"3821","4"
"3718","4"
"2914","4"
"2912","4"
"9013","7"
"2975","4"
"2973","4"
"3711","4"
"3709","4"
"2900","4"
"3712","4"
"3710","4"
"9012","7"
"3845","4"
"3844","4"
"2540","4"
"2539","4"
"2395","4"
"2415","4"
"2396","4"
"2225","4"
"3982","4"
"3818","4"
"3816","4"
"9011","7"
"3980","4"
"3077","4"
"3078","4"
"3849","4"
"2949","4"
"2948","4"
"2986","4"
"2208","4"
"9010","7"
"9009","7"
"9008","7"
"9007","7"
"9006","7"
"2962","4"
"2964","4"
"2963","4"
"2987","4"
"3013","4"
"3011","4"
"9053","7"
"9052","7"
"9051","7"
"3072","4"
"3073","4"
"3071","4"
"3070","4"
"3852","4"
"2688","4"
"2053","4"
"2017","4"
"1500","4"
"1499","4"
"1498","4"
"1497","4"
"1496","4"
"2690","4"
"2689","4"
"70964","28"
"67323","26"
"67323","28"
"67321","26"
"67321","28"
"67319","26"
"67319","28"
"67049","26"
"67049","28"
"67048","26"
"67048","28"
"67042","26"
"67042","28"
"67023","26"
"67023","28"
"73197","28"
"73196","28"
"73195","28"
"73194","28"
"72034","28"
"73415","28"
"73414","28"
"73413","28"
"77356","28"
"77355","28"
"77339","28"
"77338","28"
"76966","28"
"76965","28"
"77713","28"
"77712","28"
"77711","28"
"71787","26"
"71787","28"
"71786","26"
"71786","28"
"71762","26"
"71762","28"
"71416","26"
"71416","28"
"71415","26"
"71415","28"
"71414","26"
"71414","28"
"71036","26"
"71036","28"
"71035","26"
"71035","28"
"71034","26"
"71034","28"
"67473","26"
"67473","28"
"67472","26"
"67472","28"
"67394","26"
"67394","28"
"67393","26"
"67393","28"
"71685","28"
"71398","26"
"71398","28"
"71317","26"
"71317","28"
"72118","28"
"72117","28"
"1126","5"
"1125","5"
"1124","5"
"1123","5"
"1122","5"
"1131","5"
"1130","5"
"1129","5"
"1128","5"
"1127","5"
"1394","5"
"1393","5"
"1392","5"
